name,artist,vibes,tempo,loudness,energy,danceability,key,mode,duration
U Complete Me (Blues Version - Bonus Track),Ana Popovic,blues-rock soul blues blues electric blues slide funk instrumental rock southern rock club rock,156.95,-7.74,0.0,0.0,7,0,322.7
Carovana,I Nuovi Angeli,celtic fusion celtic flamenco ballad folk easy listening neoclassical guitar christmas music classical,85.38,-8.46,0.0,0.0,4,1,231.1
Seventeen (Digitally Remastered),The Fontane Sisters,europop blues-rock country rock ballad chanson disco rock oldies classic rock pop rock,85.26,-8.69,0.0,0.0,6,1,127.7
Baby Face,Tiny Tim,cabaret vaudeville classic rock ballad folk rock rock outsider music reggae soul jazz chamber pop,117.24,-14.53,0.0,0.0,2,1,126.7
La Nit De Reis,Gertrudis,big beat dub rumba new wave dark ambient progressive house hardstyle progressive trance pop rock doom metal,111.95,-6.43,0.0,0.0,5,1,215.6
Viens boire un petit coup à la maison,Bézu,chanson bossa nova black metal pop electronic synthpop french blackz fr rave,126.48,-10.7,0.0,0.0,6,1,214.0
Let Me Be Your Fantasy,Baby D,breakbeat jungle music uk garage hard house big beat hip house electronic rave progressive house progressive trance,90.04,-8.03,0.0,0.0,7,1,231.2
Cut Here,The Cure,new wave alternative rock rock gothic indie alternative 80s british england college rock,135.04,-8.19,0.0,0.0,2,1,250.9
Violence,Juelz Santana / Bezel,rap hip hop new york hardcore rap east coast rap underground,104.99,-3.86,0.0,0.0,10,0,254.5
Cheddar Chasin',Lunasicc,gangster rap hip hop hardcore rap gangsta rap game united states california beat funk,105.21,-8.4,0.0,0.0,1,1,304.4
Now I Got A Woman,John Mayall,blues-rock chicago blues harmonica blues electric blues blues piano blues country blues southern rock pop rock country rock,147.13,-7.61,0.0,0.0,10,1,264.7
Stolen Pills,Spiral Stairs,indie rock swedish ballad california blues matador classic rock rock vocal emotional,152.63,-5.68,0.0,0.0,6,1,147.0
Outro,Attack Attack,screamo punk hardcore metalcore hard rock heavy metal synth techno heavy melodic,100.03,-20.86,0.0,0.0,1,0,84.0
Nothing's The Same,Gary Moore,blues-rock hard rock pop rock soft rock blues ballad pop rap electric blues classic rock europop,86.32,-20.5,0.0,0.0,9,0,305.0
En fet man,Ronny Eriksson,stand-up comedy swedish norrland progressive,111.93,-15.09,0.0,0.0,5,0,208.9
Band Intro/ Pila Song Intro,Max Stalling,roots rock americana alternative country country texas california string beat dallas texas music,107.6,-12.32,0.0,0.0,2,1,37.8
Southbound Blues,John Hammond,blues blues-rock motown chicago blues rockabilly stoner rock folk rock soft rock jazz singer-songwriter,92.12,-13.25,0.0,0.0,9,1,201.9
2 Minutos,2 Minutos,skate punk straight edge pop punk ska punk oi latin pop progressive trance ska punk trance,168.23,-1.67,0.0,0.0,0,1,83.1
Adnans,Orbital,techno intelligent dance music electronica ambient england electronic music rave club electro soundtrack,101.99,-10.89,0.0,0.0,7,1,521.6
Test Of The Terrarium,Robin Beanland,video game music soundtrack easy listening techno electronic abstract composer game music british industrial,120.02,-18.0,0.0,0.0,10,0,140.7
I Can't Break Away,Sam Baker,funk country folk singer-songwriter alternative country soul country folk americana spoken word roots,145.53,-15.6,0.0,0.0,8,1,141.8
Al Svartr (The Oath),Emperor,heavy metal black metal sympho black metal hard trance death metal melodic black metal symphonic metal viking metal extreme metal trance,116.17,-11.16,0.0,0.0,4,0,258.4
Pray (Instrumental Version),Head Horny's,hard house hard trance trance progressive trance hardstyle happy hardcore electronic progressive house tribal house eurodance,148.14,-9.4,0.0,0.0,1,1,392.6
Real Love,The Smashing Pumpkins,alternative rock pop rock alternative chicago modern rock grunge psychedelic rock soundtrack heavy metal,153.0,-4.67,0.0,0.0,2,1,249.6
This Train,The Winans,ccm new jack swing disco urban downtempo hip hop europop neo soul soul jazz doo-wop,105.99,-8.07,0.0,0.0,0,1,238.7
We Ride,Rihanna,dance pop dancehall hip hop ballad pop rock club reggae female vocalist neo soul urban,99.99,-6.13,0.0,0.0,5,0,237.9
Flaming Red,Patty Griffin,folk-pop rock country americana ballad contemporary folk soundtrack acoustic guitar traditional,124.79,-6.38,0.0,0.0,10,0,134.1
Million Gal,Beenie Man,dancehall reggae raga hardcore jamaica jungle music kingston soca hip hop classic,95.7,-9.71,0.0,0.0,11,0,200.1
Hidden Documents,Alexandre Desplat,soundtrack ballad film score chill-out easy listening classical rock electronic ambient minimal,91.95,-30.18,0.0,0.0,5,1,128.6
Govinda,Atman,downtempo chill-out dub blues-rock world beat pop rap kirtan neofolk trip hop electronic,125.37,-8.6,0.0,0.0,6,1,394.9
New Pin (edit),Oceansize,post-grunge post-hardcore indie rock post rock new prog experimental rock art rock space rock progressive rock shoegaze,118.05,-8.08,0.0,0.0,2,1,249.9
Tout moun sou do,Daan Junior,kizomba zouk zouklove r&b african electric world music haitian,96.0,-5.37,0.0,0.0,11,0,413.5
Street Crab,Helmet,rapcore post-hardcore heavy metal soundtrack hip hop rap rock metal alternative crossover,141.16,-10.56,0.0,0.0,9,0,212.2
Fiddle Dee Dee - Original,Pee Wee Crayton,texas blues electric blues r&b blues cool jazz country blues soul jazz jazz blues delta blues chicago blues,157.2,-17.03,0.0,0.0,8,1,168.3
Itsy Bitsy Spider,Ian Moore,blues-rock roots rock southern rock folk california blues folk rock reggae heavy metal indie rock,95.07,-8.2,0.0,0.0,7,1,151.1
Corazón Contento,Palito Ortega,latin pop los angeles punk pop karaoke latina california rockabilly club romantic music,152.25,-7.26,0.0,0.0,0,0,157.0
Reginella,Rita Chiarelli,blues female vocalist canadian guitar berlin 90s tex mex modern electric blues rockabilly soundtrack,90.64,-15.27,0.0,0.0,7,1,261.0
La Coloreteada,El Tiempo,los angeles banda spanish disco bolero pop latin cumbia tejano quartet,191.96,-8.37,0.0,0.0,9,0,200.0
Autoroute,Madilu System,congo rumba soukous world music singer-songwriter world african africa singer folk,140.08,-13.26,0.0,0.0,2,1,421.5
Phone Booth,The Robert Cray Band,blues-rock blues soul blues r&b classic rock jazz singer-songwriter reggae united states funk,75.89,-8.04,0.0,0.0,9,0,278.5
Conscience (Album Version),James Darren,brill building pop smooth jazz easy listening progressive trance jazz deep house soft rock swing rock big band,129.28,-7.77,0.0,0.0,6,1,153.3
Ojos Negros,Olga Tañon,merengue salsa female vocalist latin spanish pop female ambient world latin pop,120.01,-5.76,0.0,0.0,10,0,254.2
All Or Nothing,Chris Eaton,ccm jazz fusion electronic singer-songwriter jazz soundtrack nu jazz aor christian contemporary christian,100.77,-12.96,0.0,0.0,7,1,289.1
Saved (LP Version),Chris Rodriguez,progressive house tribal house tech house soundtrack electronic house christian pop praise & worship christian pop,135.98,-6.21,0.0,0.0,7,1,263.2
Visions Of Death,089 Clique feat. Prophet,dirty south rap memphis rap hip hop rap germany horrorcore spiritual,105.13,-10.44,0.0,0.0,10,0,174.6
Cold Stares Of Dead Eyes_ The,Soul Embraced,christian metal christian hardcore alternative metal melodic death metal psychedelic rock progressive house death core metalcore breakbeat nu metal,166.28,-5.21,0.0,0.0,11,1,165.9
Trust In Him (Remastered Version),The Clark Sisters,ccm disco jazz funk soul jazz all-female gospel deep house dub electronic funk,144.22,-11.87,0.0,0.0,3,1,416.7
15 Minutes Older,Sasha,progressive house progressive trance tech house breakbeat trance hard house deep house hard trance tribal house electronic,94.08,-7.04,0.0,0.0,2,1,214.8
One Woman Man,Dave Hollister,motown r&b urban neo soul chicago soul nu-soul quiet storm gospel blues hip hop,91.0,-7.49,0.0,0.0,4,1,271.6
Fish,Sportsguitar,pop rock future jazz indie rock rock psychedelic rock folk rock alternative rock lo-fi indie pop hip hop,142.19,-7.05,0.0,0.0,4,1,231.0
Stranger,True Believers,melodic hardcore hip hop dark ambient rock punk electronic ambient industrial progressive united states,125.18,-4.71,0.0,0.0,1,1,203.1
Children Of The Revolution,Killers,rock alternative rave disco new wave soundtrack emo pop funk guitar,128.95,-4.29,0.0,0.0,6,1,218.8
Meet Me In The Bathroom,The Strokes,indie rock rock new york garage rock revival ballad grunge garage rock club power pop guitar,93.31,-3.99,0.0,0.0,7,1,177.2
CHOKECHAIN (Amended Album Version),3OH!3,electro alternative rock rock alternative alternative rap rap soundtrack electronica pop electronic,145.88,-4.81,0.0,0.0,11,0,211.7
Wait Til You See My Smile,Alicia Keys,neo soul blues soul pop urban new york ballad soundtrack rap jazz,119.96,-9.74,0.0,0.0,7,1,240.2
Don't Laugh,Charlie Louvin,country gospel close harmony country singer-songwriter united states traditional country folk sxsw 2007 world acoustic,108.87,-16.58,0.0,0.0,7,0,143.0
Hold Me While I Cry,Irma Thomas,delta blues r&b southern soul blues blues-rock swamp pop new orleans blues soul jazz all-female northern soul,112.11,-14.53,0.0,0.0,10,1,205.3
9:2,Aftermath,gabba speedcore modern rock breakcore breakbeat thrash metal progressive metal electronic rock hardcore,87.01,-4.61,0.0,0.0,4,0,376.9
Hear My Train A Comin',Jimi Hendrix,blues-rock classic rock blues hard rock rock soul psychedelic seattle acid rock album rock,146.77,-8.24,0.0,0.0,8,1,449.7
Common Ground,Moss,future jazz trip hop downtempo acid jazz drone doom metal funeral doom sludge metal deep house stoner metal modern rock,115.09,-9.09,0.0,0.0,7,1,484.6
Chiornie Debri Voini (The Black Abyss of War),Arkona,black metal dark ambient folk metal symphonic rock alternative metal viking metal sympho black metal symphonic metal heavy metal rock,160.06,-7.25,0.0,0.0,5,1,266.7
What's Wrong,Lost Boyz,gangster rap g funk hip hop east coast hip hop rap west coast rap united states new york underground hip hop east coast rap,98.43,-11.66,0.0,0.0,1,1,250.3
Outside The Law,Epitaph,kraut rock heavy metal hard rock art rock thrash metal death metal progressive rock psychedelic rock doom metal black metal,141.19,-6.18,0.0,0.0,4,0,488.2
Ballade Des Oiseaux De Croix,Michèle Arnaud,chanson pop rock french los angeles french pop french 60s,95.26,-13.83,0.0,0.0,0,0,122.3
Runnin' Through The Jungle - Shootin' The Blues,Willy DeVille,blues-rock pop rock roots rock latin jazz europop soft rock singer-songwriter blues ballad rock,142.0,-9.46,0.0,0.0,0,1,227.8
Ninja Tattoo,Shanadoo,europop j pop eurodance eurobeat italian disco dance pop electronic hip hop germany,137.92,-4.59,0.0,0.0,0,1,200.9
Le mouton dans la baignoire,Michèle Bernard,chanson musette gypsy jazz world music jazz french folk chanson francaise pop world,85.44,-11.36,0.0,0.0,10,0,253.6
The Dryad_ Op. 45_ No. 1,Pietari Inkinen,hip hop symphony orchestra serialism finish beautiful melodic composer emotional piano,61.78,-27.28,0.0,0.0,2,1,344.7
Bajo Un Palmar,Barbarito Diez,charanga latin latino tropical cuban cuba afro-cuban moje standards song writer son cubano,121.66,-9.6,0.0,0.0,5,1,176.7
Wish,Brian Littrell,ccm christian rock neo soul instrumental rock christian music easy listening trance downtempo male vocalist singer-songwriter,98.94,-6.29,0.0,0.0,7,1,236.5
First Kiss,David Arkenstone,celtic future jazz downtempo easy listening folk rock jazz trip hop chill-out smooth jazz irish folk,73.16,-19.83,0.0,0.0,4,1,205.1
Big Fella,Fuzz,video game music stoner rock grunge classic rock soundtrack hard rock techno alternative rock rock oc remix,110.11,-4.13,0.0,0.0,7,1,168.9
The Yellow Rose Of Texas (From Giants),Orlando Pops Orchestra,orchestra musical theater british brazil orchestral pop christmas music soundtrack requiem opera waltz,102.04,-15.82,0.0,0.0,10,1,265.8
Standing On The Promises (Palmore) (Beyond The Veil Album Version),Daryl Coley,ccm symphony urban california black gospel united states christmas music contemporary gospel christian soul,85.56,-8.08,0.0,0.0,0,1,352.9
Baby I Need Your Loving,Delroy Wilson,rock steady roots reggae lovers rock reggae dub ska dancehall calypso art rock garage rock,136.03,-10.09,0.0,0.0,0,1,150.4
Fake Tales Of San Francisco,Arctic Monkeys,garage rock rock indie british rock sheffield guitar indie rock alternative rock pop drums,127.29,-4.38,0.0,0.0,7,1,177.9
America the Beautiful,Jay Pérez,tejano latin spanish los angeles chorus latin pop hip hop latin soul male dance,119.95,-9.06,0.0,0.0,5,1,156.5
Promised Land,Boogie Pimps Feat. Steve Brookstein,hard house progressive house hard trance trance tech house europop pop rap disco deep house uk garage,83.34,-5.09,0.0,0.0,6,0,322.5
Idaho Red,Wade Ray,western swing country honky tonk folk world vaudeville norway traditional country blues swing,171.53,-9.71,0.0,0.0,3,1,135.8
The Vine,Mr.De',detroit techno ghetto tech electro detroit electronic electro-funk miami detroit electro club electronica piano,130.0,-11.43,0.0,0.0,11,0,246.7
Me Falta El Aliento,Estopa,flamenco dance pop rumba brazilian pop music pop rock folk rock rock electronic ambient experimental,170.74,-4.87,0.0,0.0,0,1,226.5
Tunnel Vision,Finest Dearest,indie rock alternative rock rock female vocalist indie alternative san francisco punk american female vocals,84.68,-7.21,0.0,0.0,0,0,294.0
I'm Happy She Said,M83,shoegaze electronic rock pop ambient synth french indietronica dream pop soundtrack,90.26,-6.1,0.0,0.0,4,0,1071.9
Dai Wo Li Kai,Ken Chu,chinese music cantonese pop male vocalist chinese boy band cpop taiwan mandarin cantonese english,140.08,-6.92,0.0,0.0,10,1,281.9
Io Che Non Vivo Senza Te,Patrick Samson,freakbeat pop rock rock lounge french 60s alternative rock,116.24,-17.07,0.0,0.0,5,1,101.9
If I Ain't Got You,Alicia Keys,neo soul blues soul pop urban new york ballad soundtrack rap jazz,118.27,-8.41,0.0,0.0,7,1,231.2
Crimson Wave,Amorphis,progressive metal death metal black metal heavy metal metal progressive doom metal scandinavian metal speed metal hard rock,108.04,-5.07,0.0,0.0,2,1,285.5
All Night Long (Instumental),Junior Kimbrough,delta blues electric blues blues juke joint blues blues-rock doo-wop ballad soft rock pop rock folk rock,83.71,-9.84,0.0,0.0,8,1,384.6
Spaniolandia,Dj Kun,chill-out dub psychedelic trance goa downtempo electronic ambient psychedelic dubtronica chillosophy,199.96,-8.52,0.0,0.0,0,1,219.7
Here_ Swing_ Sing,Kooii,latin jazz improvisational reggae latin jazz alternative world group,112.93,-10.78,0.0,0.0,7,1,391.0
Delirio,Rene Touzet,exotica soul jazz latin jazz easy listening jazz latin lounge los angeles orchestra united states,111.49,-16.03,0.0,0.0,1,1,198.9
Novakane Groove,Black Sheep,reggae hip hop new york east coast rap alternative rap lyrical beat gangster rap rap classic,89.14,-5.53,0.0,0.0,1,1,248.4
Facemelt,FSTZ,dubstep,140.01,-12.6,0.0,0.0,8,1,280.6
Ai Shi...,Sammi Cheng,cantonese pop chinese music female vocalist soundtrack dance pop chinese mellow 90s world,104.25,-9.06,0.0,0.0,4,1,126.8
Resolutions from The Long Day Closes,Carl Davis,chicago soul mambo soul blues parody soundtrack pop rock blues contemporary classical music rock instrumental,56.08,-29.15,0.0,0.0,4,1,129.6
Scandalous (Soul and R&B),Willie Clayton,chicago soul chicago blues soul blues southern soul blues-rock neo soul jazz blues rockabilly soul,90.96,-5.44,0.0,0.0,1,1,249.2
Rowena,Loudon Wainwright III,modern rock singer-songwriter folk rock vocal contemporary folk acoustic guitar song writer funny,151.29,-12.46,0.0,0.0,0,1,152.1
Outro,Tunsi,hip hop beat underground rap emo rap game crunk urban rock instrumental,86.06,-9.59,0.0,0.0,0,0,71.3
13 jours en France,Francis Lai,space age pop samba exotica soundtrack easy listening french pop world music french film music classical,97.85,-14.94,0.0,0.0,7,0,243.4
Around The World,Roger Williams,instrumental pop folk-pop easy listening jazz folk instrumental american piano orchestral pop male,110.23,-23.16,0.0,0.0,9,1,177.2
So Many Reasons,20/20,power pop pop rock new wave rock hip hop folk political hardcore rap pop underground pop,134.17,-8.46,0.0,0.0,6,0,206.8
Scandalon,Michael Card,ccm contemporary christian religious music christian music easy listening singer-songwriter emo inspirational folk christian,99.64,-6.28,0.0,0.0,2,1,234.8
Romantic Rights (Jesper Dahlback Remix),Death From Above 1979,indie rock canada dance-punk disco funk rock punk noise metal synth,91.88,-3.88,0.0,0.0,11,0,344.8
Care,Sizzla,dancehall roots reggae reggae jungle music dub lovers rock pop rap broken beat ragamuffin grime,189.26,-8.68,0.0,0.0,1,0,168.6
Fire and Ice,Outerspace,hip hop hardcore hip hop chill-out alternative hip hop old school hip hop rapcore underground rap rap united states reggae,96.72,-4.97,0.0,0.0,7,1,242.8
Jake,J. Peter Robinson,soundtrack easy listening contemporary classical music composer instrumental game film score composer disco original score original,159.97,-17.32,0.0,0.0,0,0,161.6
Ain't It Funny,Jennifer Lopez,dance pop pop latin urban latin pop ballad club rap singer vocal,99.83,-4.82,0.0,0.0,2,1,246.2
